locationId,id,typeOfProvider,providerName,address,suburb,state,postcode,lat,lng,geoData
588,1-631-3132,Long Day Care,Griffith Child Care Centre,1 Middleton Avenue,GRIFFITH,NSW,2680,-34.29459,146.02824,0xE6100000010C68B3EA73B52541C037894160E5406240
589,1-631-3135,Long Day Care,Raymond Terrace Child Care Centre,88 Benjamin Lee Dr,RAYMOND TERRACE,NSW,2324,-32.76056,151.77368,0xE6100000010C36AB3E575B6140C054E3A59BC4F86240
590,1-1843NH,Long Day Care,Vineyard Childrens Early Learning Centre,14 Bandon Road,VINEYARD,NSW,2765,-33.64872,150.85197,0xE6100000010C2575029A08D340C02506819543DB6240
591,1-631-3137,Long Day Care,Our Little Friends Kindergarten (Narrabeen),102 Lagoon St,NARRABEEN,NSW,2101,-33.70741,151.30095,0xE6100000010C5F984C158CDA40C01283C0CAA1E96240
592,1-631-314,Long Day Care,Alfred Street Child Care Centre,20-22 Alfred St,GRANVILLE,NSW,2142,-33.83058,151.01475,0xE6100000010C5F07CE1951EA40C014AE47E17AE06240
593,1-631-3140,Long Day Care,Pow Place Community CCC,Barker St,RANDWICK,NSW,2031,-33.9213,151.2393,0xE6100000010C04E78C28EDF540C0CFF753E3A5E76240
594,1-631-3143,Long Day Care,Tasman Parade Early Learning Centre,74 Tasman Pde,FAIRFIELD WEST,NSW,2165,-33.8668,150.92276,0xE6100000010C1E166A4DF3EE40C0A8C64B3789DD6240
595,1-631-3144,Long Day Care,Campbelltown Presbyterian Community Child Care Centre,40 Lithgow St,CAMPBELLTOWN,NSW,2560,-34.06942,150.81658,0xE6100000010CD42B6519E20841C0A01A2FDD24DA6240
596,1-631-3148,Long Day Care,Hawkesbury River Child Care Centre,106 Brooklyn Rd,BROOKLYN,NSW,2083,-33.54844,151.21498,0xE6100000010C2E90A0F831C640C07B14AE47E1E66240
597,1-631-109,Long Day Care,Koala Pre School Tuggerawong,192 Tuggerawong Rd,TUGGERAWONG,NSW,2259,-33.27821,151.48755,0xE6100000010CA4DFBE0E9CA340C0560E2DB29DEF6240
598,1-631-3155,Long Day Care,Possum Place Child Care Centre (New Lambton),Lookout Rd,NEW LAMBTON,NSW,2305,-32.9288,151.694,0xE6100000010C2D431CEBE27640C091ED7C3F35F66240
599,1-631-3160,Long Day Care,Tinkerbell Pre School & Long Day Care Centre,2 Gwynne St,GWYNNEVILLE,NSW,2500,-34.41248,150.87889,0xE6100000010CCDCCCCCCCC3441C0E3A59BC420DC6240
600,1-631-3161,Long Day Care,Hastings Pre-School Long Day Care Cente Inc,12 Muston St,PORT MACQUARIE,NSW,2444,-31.43856,152.89481,0xE6100000010C8E06F01648703FC0713D0AD7A31C6340
601,1-631-3162,Long Day Care,Woodlands Child Care Centre,219 Alexandra St,ALBURY,NSW,2640,-36.07387,146.93838,0xE6100000010C5396218E750942C0BC749318045E6240
602,1-631-3165,Long Day Care,St Ives Chase Kindergarten,120 Warimoo Ave,ST IVES,NSW,2075,-33.72501141,151.1723175,0xE6100000010CCDCCCCCCCCDC40C02FDD240681E56240
603,1-631-3167,Long Day Care,Gumnut Kindergarten (Narrabeen),5-11 Clarke St,NARRABEEN,NSW,2101,-33.72304,151.29749,0xE6100000010C068195438BDC40C02FDD240681E96240
604,1-631-3171,Long Day Care,Kristins Possum Preschool,98 Newcastle St,ROSE BAY,NSW,2029,-33.874,151.2698,0xE6100000010C1D5A643BDFEF40C0713D0AD7A3E86240
605,1-631-3173,Long Day Care,Just For Kids Child Care Centre,63-65 Blaxcell St,GRANVILLE,NSW,2142,-33.83992,151.0114,0xE6100000010C88F4DBD781EB40C03108AC1C5AE06240
606,1-631-3175,Long Day Care,Thirroul Pre School Centre,381-383 Lawrence Hargrave Dr,THIRROUL,NSW,2515,-34.31822,150.91725,0xE6100000010C29CB10C7BA2841C0D34D621058DD6240
607,1-631-3181,Long Day Care,Ana Kindergarten,50 Susan St,AUBURN,NSW,2144,-33.85645,151.03341,0xE6100000010C1283C0CAA1ED40C0931804560EE16240
608,1-631-3182,Long Day Care,Gerringong Pre School Education Centre,6 Archibald Rd,GERRINGONG,NSW,2534,-34.74967,150.82339,0xE6100000010CD5E76A2BF65F41C07593180456DA6240
609,1-631-3183,Long Day Care,Joey's Pouch Child Care Centre (Murwillumbah),Cnr Ewing & Rous St,MURWILLUMBAH,NSW,2484,-28.3228,153.3976,0xE6100000010C18265305A3523CC0DBF97E6ABC2C6340
610,1-631-3187,Long Day Care,SDN Northern Suburbs Children's Education and Care Centre,8 Rodborough Ave,CROWS NEST,NSW,2065,-33.82781,151.2076,0xE6100000010C7DD0B359F5E940C02DB29DEFA7E66240
611,1-631-3710,Long Day Care,Sugar & Spice Preschool & LDC Centre,Lot 1 Menangle St,PICTON,NSW,2571,-34.16894,150.60959,0xE6100000010CAF25E4839E1541C0EC51B81E85D36240
612,1-631-3195,Long Day Care,Wollongong Tafe Children's Centre,Lysaght St,NORTH WOLLONGONG,NSW,2500,-34.4057,150.889,0xE6100000010C5DFE43FAED3341C09CC420B072DC6240
613,1-631-3197,Long Day Care,Rosehill Child Care Centre,103-105 Hassall St,PARRAMATTA,NSW,2150,-33.81922,151.01955,0xE6100000010C0D71AC8BDBE840C0713D0AD7A3E06240
614,1-631-32,Long Day Care,Earlwood Preschool,5 Joy Ln,EARLWOOD,NSW,2206,-33.92713773,151.1256211,0xE6100000010C910F7A36ABF640C079E9263108E46240
615,1-631-3202,Long Day Care,Nepean College Of Tafe Children's Centre,Cnr Great Western Hwy & O'connell St,WERRINGTON,NSW,2747,-33.766,150.7486,0xE6100000010C355EBA490CE240C08716D9CEF7D76240
616,1-6PX-2782,Long Day Care,Toddlers Palace Kindergarten Pty Ltd Service,Lot 3 Eyre Pl,WARRAWONG,NSW,2502,-34.4815,150.8796,0xE6100000010C1283C0CAA13D41C05C8FC2F528DC6240
617,1-631-3214,Long Day Care,St Johns Park Early Learning Centre,41 Canberra St,ST JOHNS PARK,NSW,2176,-33.87768,150.8999,0xE6100000010C7FD93D7958F040C0CDCCCCCCCCDC6240
618,1-631-3216,Long Day Care,Ellerman Long Day Care Centre,Cnr Kenturst Rd & Pellitt Lane,ROUND CORNER,NSW,2158,-33.689847,151.016907,0xE6100000010CF163CC5D4BD840C0068195438BE06240
619,1-631-3217,Long Day Care,Angels Early Education and Care Centre,192 Matron Porter Dr,MOLLYMOOK,NSW,2539,-35.32186,150.46631,0xE6100000010C8C4AEA0434A941C0F4FDD478E9CE6240
620,1-6PX-2870,Long Day Care,Busy Bee Child Care Centre Service,28 Waterfall Cres,MOUNT PLEASANT,NSW,2749,-34.39583925,150.8678457,0xE6100000010CDFE00B93A93241C0B29DEFA7C6DB6240
621,1-631-3225,Long Day Care,Pine Street Kindergarten (Manly),37 Pine St,MANLY,NSW,2095,-33.79077,151.28348,0xE6100000010CA1D634EF38E540C0931804560EE96240
622,1-631-3227,Long Day Care,Metford Child Care Centre,110 Chelmsford Dr,EAST MAITLAND,NSW,2323,-32.76617,151.61122,0xE6100000010CFC1873D7126240C0643BDF4F8DF36240
623,1-631-3232,Long Day Care,Barnardos Long Day Care Centre,20-24 Kerr Pde,AUBURN,NSW,2144,-33.85276,151.03483,0xE6100000010CB003E78C28ED40C085EB51B81EE16240
624,1-B51S0J,Long Day Care,The Forest Childcare Centre,5/10 Rodborough Rd,FRENCHS FOREST,NSW,2086,-33.75244,151.24657,0xE6100000010C55C1A8A44EE040C096438B6CE7E76240
625,1-631-3243,Long Day Care,Phillip Park CCC,10 Yurong Pkwy,SYDNEY,NSW,2000,-33.8725414,151.214929,0xE6100000010C48E17A14AEEF40C07B14AE47E1E66240
626,1-631-3246,Long Day Care,Coolamon Children's Centre,23 French Ave,BANKSTOWN,NSW,2200,-33.91273,151.03387,0xE6100000010C9487855AD3F440C00C022B8716E16240
627,1-631-3247,Long Day Care,Edgeworth Child Care Centre,2a Durham Dr,EDGEWORTH,NSW,2285,-32.92219,151.61429,0xE6100000010C832F4CA60A7640C0CFF753E3A5F36240
628,1-631-3248,Long Day Care,Moruya Drive Child Care Centre,11 Moruya Dr,PORT MACQUARIE,NSW,2444,-31.44778,152.91642,0xE6100000010C18265305A3723FC05A643BDF4F1D6340
629,1-631-3252,Long Day Care,Barrack Heights Community Preschool 0-5,Cnr Carrinton St & Tamarind Pl,BARRACK HEIGHTS,NSW,2528,-34.56316333,150.8544627,0xE6100000010CB98D06F0164841C017D9CEF753DB6240
630,1-631-3254,Long Day Care,Shamrock Hill Early Learning And Longday Care Centre,19 Galway Bay Dr,ASHTONFIELD,NSW,2323,-32.7712,151.59212,0xE6100000010C6D567DAEB66240C06DE7FBA9F1F26240
631,1-631-3255,Long Day Care,Jumbunna Childrens Centre,81 Osborne St,NOWRA,NSW,2541,-34.87564,150.59749,0xE6100000010C55302AA9137041C0C976BE9F1AD36240
632,1-631-3260,Long Day Care,Fairfield Nursery School,17-19 York St,FAIRFIELD,NSW,2165,-33.87493,150.95262,0xE6100000010C9CA223B9FCEF40C0D122DBF97EDE6240
633,1-631-3261,Long Day Care,SDN Woolloomooloo Child And Family Learning Centre,Mcelhone St,WOOLLOOMOOLOO,NSW,2011,-33.8721,151.2215,0xE6100000010CBA6B09F9A0EF40C0508D976E12E76240
634,1-631-3264,Long Day Care,SDN Erskineville Children's Education and Care Centre,88 Swanson St,ERSKINEVILLE,NSW,2043,-33.9001,151.18862,0xE6100000010C97900F7A36F340C0355EBA490CE66240
635,1-631-3265,Long Day Care,Hampden Bridge Child Care Centre,218 Fitzmaurice St,WAGGA WAGGA,NSW,2650,-35.1042,147.3689,0xE6100000010C211FF46C568D41C02B8716D9CE6B6240
636,1-631-3266,Long Day Care,Carramar Child Care Centre,7 Karella Ave,CARRAMAR,NSW,2163,-33.88465,150.97023,0xE6100000010CB7627FD93DF140C0D7A3703D0ADF6240
637,1-631-3267,Long Day Care,Dulwich Hill Preschool,112 Constitution Rd,DULWICH HILL,NSW,2203,-33.90308,151.14048,0xE6100000010C4182E2C798F340C014AE47E17AE46240
638,1-631-3268,Long Day Care,Frenchs Forest Kindergarten,5 Coster St,FRENCHS FOREST,NSW,2086,-33.74789,151.24167,0xE6100000010CD656EC2FBBDF40C039B4C876BEE76240
639,1-631-3269,Long Day Care,Blinkies Early Education Centre,5 Hawkin St,NEW LAMBTON,NSW,2305,-32.9277421,151.7094554,0xE6100000010CE63FA4DFBE7640C0A69BC420B0F66240
640,1-631-3270,Long Day Care,Binghi Cottage Child Care Centre,3 See St.,MEADOWBANK,NSW,2114,-33.815,151.0929,0xE6100000010CB81E85EB51E840C0E5D022DBF9E26240
641,1-631-3272,Long Day Care,Cardiff Early Education Centre,54 Harrison St,CARDIFF,NSW,2285,-32.94253,151.6606,0xE6100000010C713D0AD7A37840C0FED478E926F56240
642,1-631-3280,Long Day Care,Ourimbah Follyfoot Farm Child Care Learning Centre,98-112 Chittaway Rd,FOUNTAINDALE,NSW,2258,-33.3322,151.401,0xE6100000010C98DD938785AA40C046B6F3FDD4EC6240
643,1-631-3281,Long Day Care,Royal North Shore Hospital Child Care Centre,29 Pacific Hwy,ST LEONARDS,NSW,2065,-33.8239,151.1926,0xE6100000010C5396218E75E940C01904560E2DE66240
644,1-631-3283,Long Day Care,SDN Riverwood Child and Family Learning Centre,5 Belmore Rd (Cnr Roosevelt Ave & Belmore Rd),RIVERWOOD,NSW,2210,-33.94666739,151.0528732,0xE6100000010CC58F31772DF940C004560E2DB2E16240
645,1-631-3289,Long Day Care,Muswellbrook Child Care Centre INC,Skelletar St,MUSWELLBROOK,NSW,2333,-32.31407195,150.9082502,0xE6100000010C39D6C56D342840C0931804560EDD6240
646,1-D6C2XV,Long Day Care,Goodstart Early Learning Moama,1A Martin St,MOAMA,NSW,2731,-36.10805,144.76127,0xE6100000010CE7FBA9F1D20D42C03108AC1C5A186240
647,1-631-3297,Long Day Care,Woy Woy Peninsula Community Child Care Centre,John Hoare Cl,WOY WOY,NSW,2256,-33.4996,151.3204,0xE6100000010C728A8EE4F2BF40C00AD7A3703DEA6240
648,1-631-3299,Long Day Care,Bunya Child Care Centre,54 Whitecross Rd,WINMALEE,NSW,2777,-33.67694256,150.6121831,0xE6100000010CCA54C1A8A4D640C0DD24068195D36240
649,1-631-3300,Long Day Care,Abbotsford Long Day Care Centre,348 Great North Rd,ABBOTSFORD,NSW,2046,-33.8533,151.13069,0xE6100000010CA1D634EF38ED40C0D578E92631E46240
650,1-DSHKF,Long Day Care,Sweetpeas Kindergarten and Long Day Care,Cnr Laycock and Islington Streets,CRANEBROOK,NSW,2749,-33.7226,150.7057,0xE6100000010C780B24287EDC40C03BDF4F8D97D66240
651,1-631-3309,Long Day Care,Macedonian Community Child Care centre Ilinden,7-10 Firth St,ARNCLIFFE,NSW,2205,-33.93586,151.14686,0xE6100000010CC7293A92CBF740C062105839B4E46240
652,1-631-3314,Long Day Care,Granville Tafe Childrens Centre,The Avenue,GRANVILLE,NSW,2142,-33.83512064,151.008817,0xE6100000010CDE718A8EE4EA40C03F355EBA49E06240
653,1-631-3315,Long Day Care,Oatley Red Bear Pre School,17 Neville St,OATLEY,NSW,2223,-33.98449,151.08489,0xE6100000010CBC74931804FE40C01F85EB51B8E26240
654,1-631-3317,Long Day Care,Care For Kindies(1) - Margaret Street,10 Margaret St,BELFIELD,NSW,2191,-33.90103,151.08792,0xE6100000010C17D9CEF753F340C0894160E5D0E26240
655,1-631-3320,Long Day Care,KU Laurel Tree House Childrens Centre,61 Arundel St,GLEBE,NSW,2037,-33.8842,151.18752,0xE6100000010CC58F31772DF140C0BC74931804E66240
656,1-631-3321,Long Day Care,Happy Clown Kindergarten Ingleburn,3 Stanley Rd,INGLEBURN,NSW,2565,-33.99451,150.86667,0xE6100000010C9EEFA7C64BFF40C039B4C876BEDB6240
657,1-JPJU09,Long Day Care,Bankstown Childcare Academy,70 South Tce,PUNCHBOWL,NSW,2196,-33.92322,151.04996,0xE6100000010C67D5E76A2BF640C09A99999999E16240
658,1-631-3326,Long Day Care,Playmates Cottage CCC,Myall St,DUBBO,NSW,2830,-32.2427,148.6321,0xE6100000010C9E5E29CB101F40C04E62105839946240
659,1-631-3329,Long Day Care,Wetherill Park College Of Tafe Childrens Centre,The Horsley Dr,WETHERILL PARK,NSW,2164,-33.84271003,150.8992312,0xE6100000010C6B2BF697DDEB40C054E3A59BC4DC6240
660,1-631-3332,Long Day Care,South Parramatta/Granville Preschool,20 Margaret St,GRANVILLE,NSW,2142,-33.83124,151.00519,0xE6100000010CB537F8C264EA40C05C8FC2F528E06240
661,1-631-3334,Long Day Care,Dapto Community Preschool 0-5,103-105 Princes Hwy,DAPTO,NSW,2530,-34.501,150.7898,0xE6100000010CE3A59BC4204041C0E17A14AE47D96240
662,1-631-3336,Long Day Care,Maryland Child Care Centre,34-36 Boundary Rd,MARYLAND,NSW,2287,-32.88065,151.65771,0xE6100000010C29CB10C7BA7040C0931804560EF56240
663,1-631-3337,Long Day Care,Clovelly CCC,40a Arden St,CLOVELLY,NSW,2031,-33.90896,151.25901,0xE6100000010C3108AC1C5AF440C03F355EBA49E86240
664,1-631-3347,Long Day Care,SDN Redfern Children's Education and Care Centre,141-145 Pitt St,REDFERN,NSW,2016,-33.89459,151.20401,0xE6100000010C3480B74082F240C04A0C022B87E66240
665,1-631-3348,Long Day Care,Carinya Childrens Services Centre - Newcastle Tafe,Maitland Rd,TIGHES HILL,NSW,2297,-32.9085,151.7475,0xE6100000010C3F355EBA497440C00E2DB29DEFF76240
666,1-631-3350,Long Day Care,Mt Druitt Church Of Christ Child Care Centre,8 Calala St,MOUNT DRUITT,NSW,2770,-33.7621,150.816,0xE6100000010C0B24287E8CE140C0273108AC1CDA6240
667,1-631-3355,Long Day Care,Kids' Campus Childrens' Centre,Eton Rd,LINDFIELD,NSW,2070,-33.7839,151.1664,0xE6100000010CCEAACFD556E440C05A643BDF4FE56240
668,1-631-3356,Long Day Care,Wattle Lane Children's Centre,30 Wattle St,ULTIMO,NSW,2007,-33.8801,151.1963,0xE6100000010CD49AE61DA7F040C083C0CAA145E66240
669,1-631-3362,Long Day Care,Bulli Community Preschool 0-5,2 Quilkey Pl,BULLI,NSW,2516,-34.3324,150.9123,0xE6100000010C5F984C158C2A41C077BE9F1A2FDD6240
670,1-631-3363,Long Day Care,Cringila Neighbourhood Childrens House,1 Gorrell St,CRINGILA,NSW,2502,-34.46823,150.8716,0xE6100000010C5DFE43FAED3B41C096438B6CE7DB6240
671,1-631-3369,Long Day Care,Stewart Street Community Preschool 0-5,43 Stewart St,WOLLONGONG,NSW,2500,-34.42772,150.89546,0xE6100000010CE63FA4DFBE3641C0713D0AD7A3DC6240
672,1-631-3370,Long Day Care,Carlingford Multipurpose Learning Centre,Rickard St,CARLINGFORD,NSW,2118,-33.7799,151.0558,0xE6100000010C401361C3D3E340C06F1283C0CAE16240
673,1-631-3373,Long Day Care,Carinya Early Childhood Centre,20 Comerford St,COWRA,NSW,2794,-33.81865,148.68967,0xE6100000010CB84082E2C7E840C0AE47E17A14966240
674,1-631-3374,Long Day Care,Boundary Lane Children's Centre,128-146 Burren Street,NEWTOWN,NSW,2042,-33.895946,151.184563,0xE6100000010C423EE8D9ACF240C052B81E85EBE56240
675,1-631-3375,Long Day Care,"SDN Lois Barker Child And Family Learning Centre, Waterloo",104 Wellington St,WATERLOO,NSW,2017,-33.89847,151.20345,0xE6100000010C5EBA490C02F340C0D122DBF97EE66240
676,1-631-3378,Long Day Care,Hillview Child Care Centre,89 -91 Cowper St,WARRAWONG,NSW,2502,-34.48636,150.8812,0xE6100000010C2063EE5A423E41C0D578E92631DC6240
677,1-631-3381,Long Day Care,Centennial Parklands Childrens Centre,Cnr Dacey Ave & Anzac Pde,MOORE PARK,NSW,2021,-33.9012,151.2185,0xE6100000010CDE9387855AF340C05EBA490C02E76240
678,1-631-3383,Long Day Care,Rouse Hill Pre-School Kindergarten,320 Annangrove Rd,ROUSE HILL,NSW,2155,-33.66558,150.92007,0xE6100000010CDA1B7C6132D540C03D0AD7A370DD6240
679,1-631-3387,Long Day Care,Goulburn TAFE Child Care Centre,Verner St,GOULBURN,NSW,2580,-34.7532,149.7114,0xE6100000010C71AC8BDB686041C0986E1283C0B66240
680,1-PPEGBS,Long Day Care,The Mount Colah Alphabet Academy,34 KuringGai Chase Road,MOUNT COLAH,NSW,2079,-33.66679103,151.1281194,0xE6100000010C857CD0B359D540C06ABC749318E46240
681,1-631-3391,Long Day Care,Balmain Childrens Centre,4 Booth St,BALMAIN,NSW,2041,-33.85992,151.18216,0xE6100000010C4BEA043411EE40C0E7FBA9F1D2E56240
682,1-631-3395,Long Day Care,KU CT Lewis Children's Centre,Cnr Reilly St & Hill Rd,LURNEA,NSW,2170,-33.9323,150.8983,0xE6100000010CC8073D9B55F740C0DBF97E6ABCDC6240
683,1-631-34,Long Day Care,Central Gardens Child Care Centre,6 Meadow Rd,SPRINGFIELD,NSW,2250,-33.43235,151.3777,0xE6100000010C2C6519E258B740C06ABC749318EC6240
684,1-631-3401,Long Day Care,Charlestown Child Care & Early Learning Centre,17 Mulbinga St,CHARLESTOWN,NSW,2290,-32.96721,151.69887,0xE6100000010C7958A835CD7B40C0EE7C3F355EF66240
685,1-631-3403,Long Day Care,Greek Orthodox Community CCC,264 Stanmore Rd,PETERSHAM,NSW,2049,-33.89669,151.16099,0xE6100000010C5F29CB10C7F240C0FED478E926E56240
686,1-631-3404,Long Day Care,Noah's Ark Care & Learning Centre,Cnr Clare Cres & Colleen St.,BERKELEY VALE,NSW,2261,-33.3541,151.4418,0xE6100000010CBEC1172653AD40C0A01A2FDD24EE6240
687,1-631-3406,Long Day Care,Kid City Kindergarten,10 Alexander St,MANLY,NSW,2095,-33.78882,151.28408,0xE6100000010CDB8AFD65F7E440C00C022B8716E96240
688,1-631-3407,Long Day Care,Bolton Point Child Care Centre,158 Bay Rd,BOLTON POINT,NSW,2283,-33.00036,151.61066,0xE6100000010C8E75711B0D8040C0643BDF4F8DF36240
689,1-631-3408,Long Day Care,Corrimal Community Preschool 0-5,6 Short St,CORRIMAL,NSW,2518,-34.3751,150.8976,0xE6100000010C645DDC46033041C0DBF97E6ABCDC6240
690,1-631-3410,Long Day Care,Mitchell Child Care Centre,Panorama Ave,BATHURST,NSW,2795,-33.4288,149.5667,0xE6100000010C2D431CEBE2B640C0A01A2FDD24B26240
691,1-631-3414,Long Day Care,Bonnyrigg Early Learning Centre,26 Bonnyrigg Avenue,BONNYRIGG,NSW,2177,-33.88806,150.88727,0xE6100000010CEFC9C342ADF140C0AAF1D24D62DC6240
692,1-631-3417,Long Day Care,Betty Spears CCC,1a Gannon St,TEMPE,NSW,2044,-33.92431,151.15959,0xE6100000010CAED85F764FF640C085EB51B81EE56240
693,1-631-3418,Long Day Care,Kira Child Care Centre,Cnr Moore Park Rd & Oatley Rd,PADDINGTON,NSW,2021,-33.8882,151.2261,0xE6100000010C5227A089B0F140C0AC1C5A643BE76240
694,1-631-3421,Long Day Care,Little Beaver Preschool (Forster),2 Cross St,FORSTER,NSW,2428,-32.18111,152.52006,0xE6100000010C1EA7E8482E1740C0713D0AD7A3106340
695,1-631-3424,Long Day Care,Excelsior Avenue Child Care Centre,189 Excelsior Ave,CASTLE HILL,NSW,2154,-33.74479,151.00154,0xE6100000010CC8073D9B55DF40C0F2D24D6210E06240
696,1-631-3427,Long Day Care,Young Child Care Centre,22 Main St,YOUNG,NSW,2594,-34.31033,148.29664,0xE6100000010C72F90FE9B72741C02FDD240681896240
697,1-631-3428,Long Day Care,The Spot Pre School,84 Perouse Rd,RANDWICK,NSW,2031,-33.92122,151.24253,0xE6100000010CA089B0E1E9F540C0B29DEFA7C6E76240
698,1-631-3432,Long Day Care,Woolgoolga Child Care Centre,71 Turon Pde,WOOLGOOLGA,NSW,2456,-30.11187,153.19305,0xE6100000010C226C787AA51C3EC01904560E2D266340
699,1-631-3435,Long Day Care,St George Bank Child Care Centre,Premier St,KOGARAH,NSW,2217,-33.9633,151.1351,0xE6100000010C4F1E166A4DFB40C0B81E85EB51E46240
700,1-631-3437,Long Day Care,Jubilee Park Child Care Centre,1 Jubilee Park Off Marion St,HARRIS PARK,NSW,2150,-33.82255006,151.0111821,0xE6100000010C45D8F0F44AE940C03108AC1C5AE06240
701,1-QN0ZGZ,Long Day Care,Bedrock Kidz,2 Burdekin Drive,ALBION PARK,NSW,2527,-34.58589,150.77989,0xE6100000010CFB5C6DC5FE4A41C0295C8FC2F5D86240
702,1-631-344,Long Day Care,Shorebreakers Kindergarten,3 Monaro St,PAMBULA,NSW,2549,-36.8898,149.90969,0xE6100000010C8BFD65F7E47142C085EB51B81EBD6240
703,1-631-3440,Long Day Care,Blacktown TAFE Children's Centre,10 Hereward Hwy,BLACKTOWN,NSW,2148,-33.7751,150.9119,0xE6100000010C97900F7A36E340C077BE9F1A2FDD6240
704,1-631-3444,Long Day Care,Warwick Farm Child Care Centre,Lot2 Williamson Cres,WARWICK FARM,NSW,2170,-33.9093,150.9262,0xE6100000010C5C2041F163F440C01283C0CAA1DD6240
705,1-631-3446,Long Day Care,St Anthony's Family Care-Early Learning Centre,9 Alexandra Ave,CROYDON,NSW,2132,-33.8721,151.1156,0xE6100000010CBA6B09F9A0EF40C0C1CAA145B6E36240
706,1-631-3463,Long Day Care,Rozelle CCC,450 Balmain Rd,LILYFIELD,NSW,2040,-33.86607,151.16601,0xE6100000010C6688635DDCEE40C05A643BDF4FE56240
707,1-631-3465,Long Day Care,North Rocks Child Care Centre,Farnell Ave & Balaka Dr,CARLINGFORD,NSW,2118,-33.7731,151.0377,0xE6100000010CD044D8F0F4E240C0F0A7C64B37E16240
708,1-631-3468,Long Day Care,Apple Cottage Child Care Centre,Denistone Rd,EASTWOOD,NSW,2122,-33.7929,151.0885,0xE6100000010CCC7F48BF7DE540C0022B8716D9E26240
709,1-631-3469,Long Day Care,SDN Pyrmont Children's Education and Care Centre,79a John St,PYRMONT,NSW,2009,-33.86759,151.19307,0xE6100000010C3B014D840DEF40C01904560E2DE66240
710,1-631-3470,Long Day Care,Carinya Neighbourhood Childrens Centre,16 Raymond Rd,SPRINGWOOD,NSW,2777,-33.7028,150.5674,0xE6100000010C7DD0B359F5D940C0A01A2FDD24D26240
711,1-1MJ97E,Long Day Care,Jenny's Kindergarten Mt Annan,4 Adriana Street,MOUNT ANNAN,NSW,2567,-34.0669,150.75486,0xE6100000010C1B0DE02D900841C05C8FC2F528D86240
712,1-631-3479,Long Day Care,Narellan Child Care Centre,1a Doncaster Ave,NARELLAN,NSW,2567,-34.03994,150.74033,0xE6100000010C228E75711B0541C048E17A14AED76240
713,1-631-3480,Long Day Care,Warners Bay Early Learning and Care Centre,Cnr King & Charles St,WARNERS BAY,NSW,2282,-32.9718,151.6497,0xE6100000010C5C2041F1637C40C0CDCCCCCCCCF46240
714,1-2TFST1,Long Day Care,Poppets Childcare Centre,18 Edensor Road,CABRAMATTA WEST,NSW,2166,-33.89242,150.90723,0xE6100000010CA779C7293AF240C01B2FDD2406DD6240
715,1-631-3483,Long Day Care,Holsworthy Childrens Centre,55 Infantry Pde,HOLSWORTHY,NSW,2173,-33.9575,150.9531,0xE6100000010CC3F5285C8FFA40C0D122DBF97EDE6240
716,1-631-3484,Long Day Care,Carrington Pre School Kindergarten (Castle Hill),36 Carrington Rd,CASTLE HILL,NSW,2154,-33.72882,150.98598,0xE6100000010C93A9825149DD40C0643BDF4F8DDF6240
717,1-631-3489,Long Day Care,Elm St Early Learning Centre,7-9 Elm St,BURWOOD HEIGHTS,NSW,2136,-33.89014,151.1026,0xE6100000010CB515FBCBEEF140C09EEFA7C64BE36240
718,1-631-3491,Long Day Care,Magic Pudding CCC,1-5 Mckee St,ULTIMO,NSW,2007,-33.881,151.1976,0xE6100000010C54E3A59BC4F040C07593180456E66240
719,1-631-3492,Long Day Care,Northmead Preschool Kindergarten,52 Moxhams Rd (Cnr Kliens Rd),NORTHMEAD,NSW,2152,-33.78598,150.99187,0xE6100000010CF853E3A59BE440C039B4C876BEDF6240
720,1-631-3494,Long Day Care,KU Carillon Avenue Children's Services,Carillon Ave,NEWTOWN,NSW,2042,-33.891575,151.185739,0xE6100000010C8A8EE4F21FF240C0CBA145B6F3E56240
721,1-631-3495,Long Day Care,St Pauls Lutheran Kindergarten,289 Desborough Rd,ST MARYS,NSW,2760,-33.77846,150.77639,0xE6100000010CCFF753E3A5E340C046B6F3FDD4D86240
722,1-631-3513,Long Day Care,Willows Child Care Centre Water Board,Elizabeth Dve & Nth Liverpool Rd,HECKENBERG,NSW,2168,-33.90881309,150.8990369,0xE6100000010C6A4DF38E53F440C054E3A59BC4DC6240
723,1-631-3514,Long Day Care,Beverly Hills Montessori Preschool,32 Chamberlain St,NARWEE,NSW,2209,-33.94938,151.07001,0xE6100000010C44696FF085F940C00AD7A3703DE26240
724,1-631-3519,Long Day Care,Hurstville Grove Kindergarten,40 Hampton St,HURSTVILLE GROVE,NSW,2220,-33.97576,151.0916,0xE6100000010CE9B7AF03E7FC40C06DE7FBA9F1E26240
725,1-631-3528,Long Day Care,Kindy Cove,48 Phoenix St,LANE COVE,NSW,2066,-33.81518,151.17428,0xE6100000010C7FD93D7958E840C021B0726891E56240
726,1-631-3529,Long Day Care,Kintaiba Community Child Care Centre,University Dr,CALLAGHAN,NSW,2308,-32.8965,151.7044,0xE6100000010C986E1283C07240C04A0C022B87F66240
727,1-631-3531,Long Day Care,St Markorious Kindergarten Long Day Care,42 Austral St,MOUNT DRUITT,NSW,2770,-33.76089,150.81449,0xE6100000010C61C3D32B65E140C0355EBA490CDA6240
728,1-631-3532,Long Day Care,North Nowra Pre-School,75 Page Ave,NOWRA NORTH,NSW,2541,-34.85649,150.58102,0xE6100000010C1283C0CAA16D41C03BDF4F8D97D26240
