locationId,id,typeOfProvider,providerName,address,suburb,state,postcode,lat,lng,geoData
1941,1-KJTBVZ,Long Day Care,Kindy Patch Narara,12 Cathy Cres,NARARA,NSW,2250,-33.39537,151.34069,0xE6100000010C516B9A779CB240C0F4FDD478E9EA6240
1942,1-X5D5ZG,Long Day Care,EASTGROVE CHILD CARE CENTRE,5 CHISWICK Street,GOULBURN,NSW,2580,-34.75578,149.7334,0xE6100000010C8D28ED0DBE6041C0FA7E6ABC74B76240
1943,1-KKWN81,Long Day Care,Kindy Patch Cuddly Bear Queanbeyan,275 Crawford St,QUEANBEYAN,NSW,2620,-35.35603,149.2356,0xE6100000010C21B0726891AD41C0643BDF4F8DA76240
1944,1-KKWNCB,Long Day Care,Kindy Patch Redhead,1/1 Seasands Dr,REDHEAD,NSW,2290,-33.01287,151.70436,0xE6100000010C280F0BB5A68140C04A0C022B87F66240
1945,1-KLLD0U,Long Day Care,Kindy Patch Tenambit,66 Maize St,TENAMBIT,NSW,2323,-32.74294,151.60378,0xE6100000010C6519E258175F40C017D9CEF753F36240
1946,1-KLLD6K,Long Day Care,Kindy Patch Ultimo 2,40 William Henry St,ULTIMO,NSW,2007,-33.87782,151.19803,0xE6100000010CE3361AC05BF040C07593180456E66240
1947,1-KLLD97,Long Day Care,Kindy Patch West Gosford,65 Central Coast Hwy,WEST GOSFORD,NSW,2250,-33.42706,151.3244,0xE6100000010C910F7A36ABB640C0EE7C3F355EEA6240
1948,1-KLLDGQ,Long Day Care,Kindy Patch Cooma,1 Campsite Pl,COOMA,NSW,2630,-36.22552,149.13021,0xE6100000010CBE9F1A2FDD1C42C05C8FC2F528A46240
1949,1-KM36LW,Long Day Care,Breakfast Point Child Care,32 Gale St,MORTLAKE,NSW,2137,-33.8464,151.10693,0xE6100000010CCEAACFD556EC40C08195438B6CE36240
1950,1-KMCH5F,Long Day Care,Central Park Early Learning Centre,99/32-34 Mons Rd,WESTMEAD,NSW,2145,-33.80114,150.98212,0xE6100000010CAD69DE718AE640C08195438B6CDF6240
1951,1-KMEHFZ,Long Day Care,Little Possums Early Learning Centre,5 East Pde,BUXTON,NSW,2571,-34.25081,150.53769,0xE6100000010C1CEBE2361A2041C0F0A7C64B37D16240
1952,1-KRAPUR,Long Day Care,Jelly Bean Junction Child Care,8 Lewis Rd,LIVERPOOL,NSW,2170,-33.91553,150.91561,0xE6100000010C77BE9F1A2FF540C05A643BDF4FDD6240
1953,2-X2VU3,Long Day Care,Francis Street Preschool Richmond,95 Francis Street,RICHMOND,NSW,2753,-33.59573,150.75336,0xE6100000010C151DC9E53FCC40C06ABC749318D86240
1954,1-KS5F4C,Long Day Care,Hazelwood Child Care Centre,193 Great Western Hwy,HAZELBROOK,NSW,2779,-33.64046,150.28569,0xE6100000010C448B6CE7FBD140C0FED478E926C96240
1955,1-KVA381,Long Day Care,Milestones at Kellyville Ridge,36 Merriville Rd,KELLYVILLE RIDGE,NSW,2155,-33.70112,150.92489,0xE6100000010CE09C11A5BDD940C09A99999999DD6240
1956,1-KWFLW4,Long Day Care,Happy Feet Childcare,106 Mill St,CARLTON,NSW,2218,-33.96218,151.11812,0xE6100000010C091B9E5E29FB40C0B29DEFA7C6E36240
1957,1-KXI19F,Long Day Care,Only About Children Concord Campus,31B George St,CONCORD WEST,NSW,2138,-33.85097,151.08516,0xE6100000010CB0726891EDEC40C01F85EB51B8E26240
1958,1-KY53SZ,Long Day Care,Only About Children Sussex Street Campus,62 Sussex St,SYDNEY,NSW,2000,-33.86604,151.20386,0xE6100000010C022B8716D9EE40C04A0C022B87E66240
1959,1-631-3773,Long Day Care,Laughing Clowns Child Care Centre,213 Marsden Rd,CARLINGFORD,NSW,2118,-33.78637,151.06062,0xE6100000010C86C954C1A8E440C0CBA145B6F3E16240
1960,1-L24NP7,Long Day Care,Hampton Cottage Child Care Centre,24 Hampton St,CANLEY VALE,NSW,2166,-33.8824,150.9427,0xE6100000010CC5FEB27BF2F040C01904560E2DDE6240
1961,1-L2JL76,Long Day Care,Adams Lane Preschool,43 Gale St,MORTLAKE,NSW,2137,-33.84571,151.10746,0xE6100000010C151DC9E53FEC40C08195438B6CE36240
1962,1-L2OYIK,Long Day Care,Zig and Zag Preschool and Long Day Care,33-35 Edward St,BOTANY,NSW,2019,-33.94502,151.20017,0xE6100000010C295C8FC2F5F840C06666666666E66240
1963,1-L2PYEL,Long Day Care,Little Gems Early Learning Centre,38 Station St,FAIRFIELD,NSW,2165,-33.86686,150.95053,0xE6100000010C82734694F6EE40C0DF4F8D976EDE6240
1964,1-L2QRCZ,Long Day Care,Bright Beginnings Learning Centre,66 Cross St,GUILDFORD,NSW,2161,-33.85803,150.98483,0xE6100000010CE7FBA9F1D2ED40C0EC51B81E85DF6240
1965,1-L2QRGM,Long Day Care,KU Queanbeyan South Early Learning Centre,50 Alanbar St,KARABAR,NSW,2620,-35.36606,149.22646,0xE6100000010C6688635DDCAE41C0AC1C5A643BA76240
1966,1-L3WNYS,Long Day Care,Tickles and Giggles Childcare Centre,1 Watts Pl,WEST HOXTON,NSW,2171,-33.93699,150.83786,0xE6100000010C0E2DB29DEFF740C0894160E5D0DA6240
1967,1-L9VPX,Long Day Care,Fit Kidz Daycare,551 Windsor Rd,VINEYARD,NSW,2765,-33.64627,150.85963,0xE6100000010CD0B359F5B9D240C0EC51B81E85DB6240
1968,1-L9WJ1,Long Day Care,Appletree Early Education And Preschool,40 Government Road,BARNSLEY,NSW,2278,-32.93146,151.5863,0xE6100000010CAC1C5A643B7740C0986E1283C0F26240
1969,1-LB0BKL,Long Day Care,Kids Company @ George Street,L1/580 George St,SYDNEY,NSW,2000,-33.87489,151.20709,0xE6100000010C9CA223B9FCEF40C0B4C876BE9FE66240
1970,1-LH1QH,Long Day Care,First Steps Early Learning Centre,5 Market Street,LISMORE,NSW,2480,-28.81104,153.27296,0xE6100000010C560E2DB29DCF3CC0DBF97E6ABC286340
1971,1-LJDT42,Long Day Care,Colour My World Childrens Centre - Ermington,78 Marsden Rd,ERMINGTON,NSW,2115,-33.80082,151.06565,0xE6100000010C8351499D80E640C0273108AC1CE26240
1972,1-LJTZXM,Long Day Care,Lilli Pilli Kindy,5 Regatta Ave,LILLI PILLI,NSW,2229,-34.06165,151.11854,0xE6100000010CE4141DC9E50741C02B8716D9CEE36240
1973,1-LLMP1,Long Day Care,Cub Bee House Early Learning Centre,13 Ramsay Rd,PANANIA,NSW,2213,-33.96164,151.00535,0xE6100000010CB3EA73B515FB40C05C8FC2F528E06240
1974,1-LLNX1,Long Day Care,Mount Pritchard Kindergarten & Child Care Centre,85 Hemphill Ave,MOUNT PRITCHARD,NSW,2170,-33.90245,150.89878,0xE6100000010CEC51B81E85F340C054E3A59BC4DC6240
1975,1-LMV1IN,Long Day Care,Seedling Kids,35 Brighton Ave,CROYDON PARK,NSW,2133,-33.89748,151.10875,0xE6100000010C7B14AE47E1F240C0736891ED7CE36240
1976,1-LO08TR,Long Day Care,Allambie Heights Children's Centre,80 Roosevelt Ave,ALLAMBIE HEIGHTS,NSW,2100,-33.7667,151.2521,0xE6100000010CEEEBC03923E240C0F2D24D6210E86240
1977,1-LOEUVP,Long Day Care,The Learning Tree Children's Centre - Surfside,28 The Outlook Rd,SURFSIDE,NSW,2536,-35.69551016,150.1996799,0xE6100000010C1B2FDD2406D941C06666666666C66240
1978,1-LPO038,Long Day Care,Merimbula Tura Kindergarten,44 Sapphire Coast Dr,MERIMBULA,NSW,2548,-36.8791,149.905,0xE6100000010CF1F44A59867042C0295C8FC2F5BC6240
1979,1-LST0U8,Long Day Care,Garden Street Early Learning Centre,132 Garden St,MAROUBRA,NSW,2035,-33.94259,151.24108,0xE6100000010CD49AE61DA7F840C0C1CAA145B6E76240
1980,1-631-42,Long Day Care,Lilliput Corner Nursery School,65 Princess St,BRIGHTON-LE-SANDS,NSW,2216,-33.95806,151.15238,0xE6100000010C18265305A3FA40C0BE9F1A2FDDE46240
1981,1-LZJ4OT,Long Day Care,Peek-a-Boo Kindy Carrington Road,57 Carrington Rd,MARRICKVILLE,NSW,2204,-33.92073,151.15382,0xE6100000010CAEB6627FD9F540C0B0726891EDE46240
1982,1-M2UICS,Long Day Care,Bambinos Kindergarten Bowral Street,183 Bowral St,BOWRAL,NSW,2576,-34.48585,150.43774,0xE6100000010CCA32C4B12E3E41C0BC74931804CE6240
1983,1-M687G,Long Day Care,Kookaroo Children's Centre,12 Murre Street,SUSSEX INLET,NSW,2540,-35.1619,150.58622,0xE6100000010C789CA223B99441C0986E1283C0D26240
1984,1-M68HC,Long Day Care,Rosebery Cottage Preschool,103 Rothschild Ave,ROSEBERY,NSW,2018,-33.91743,151.20449,0xE6100000010CDAACFA5C6DF540C04A0C022B87E66240
1985,1-M6DMG,Long Day Care,Camelot Kindergarten Allwah,112 Bellevue Parade,ALLAWAH,NSW,2218,-33.97471,151.11346,0xE6100000010CA2B437F8C2FC40C0560E2DB29DE36240
1986,1-M6DO9,Long Day Care,Bright Tikes Early Learning,2634 Nelson Bay Rd,SALT ASH,NSW,2318,-32.78962,151.90868,0xE6100000010CF775E09C116540C00C022B8716FD6240
1987,1-M6DT8,Long Day Care,Cuddlez Montessori and Long Day Care Centre CLOSED,52 Lalor Rd,QUAKERS HILL,NSW,2763,-33.72741,150.89145,0xE6100000010C228E75711BDD40C08D976E1283DC6240
1988,1-6PX-2848,Long Day Care,Parklands Early Learning Centre,Lot 4 Townson Ave,MINTO,NSW,2566,-34.04754,150.84424,0xE6100000010CAE47E17A140641C05EBA490C02DB6240
1989,1-M6FHB,Long Day Care,Footprints Early Learning Centre,21 Lamberts Road,BOAMBEE,NSW,2450,-30.34028,153.08669,0xE6100000010C2CD49AE61D573EC0105839B4C8226340
1990,1-M82HH9,Long Day Care,Goonellabah Nestle In Child Care Centre,21 Oliver Ave,GOONELLABAH,NSW,2480,-28.822,153.3376,0xE6100000010CDF4F8D976ED23CC0894160E5D02A6340
1991,1-M9I6LO,Long Day Care,St Ives Beehive Childcare,23-25 Link Rd,ST IVES,NSW,2075,-33.7283,151.16537,0xE6100000010CA1D634EF38DD40C0E17A14AE47E56240
1992,1-M9WJW3,Long Day Care,Little Superstars Early Learning Centre,10 Normic Ave,BLAXLAND EAST,NSW,2774,-33.74641,150.62254,0xE6100000010C01DE02098ADF40C00E2DB29DEFD36240
1993,1-MEYGG,Long Day Care,Trikki Kidz,47-51 Takari Street,BAROOGA,NSW,3644,-35.90245,145.69766,0xE6100000010CEC51B81E85F341C07593180456366240
1994,1-MEYI8,Long Day Care,Cheeky Cherubs Pre School,97-99 Jarrett Street,WYOMING,NSW,2250,-33.40861,151.35369,0xE6100000010CA3923A014DB440C017D9CEF753EB6240
1995,1-MF2J2,Long Day Care,Wahroonga Beehive Pre-School,168 Eastern Road,WAHROONGA,NSW,2076,-33.70957,151.13256,0xE6100000010CED9E3C2CD4DA40C0C74B378941E46240
1996,1-MF2O2,Long Day Care,Bathurst Child Care Centre - Little Scallywags,288 Havannah Street,BATHURST,NSW,2795,-33.43336,149.57087,0xE6100000010C0F0BB5A679B740C083C0CAA145B26240
1997,1-MF374,Long Day Care,Wallaby Street Early Learning Centre,11 Wallaby St,WOY WOY,NSW,2256,-33.50378,151.329,0xE6100000010CC6DCB5847CC040C04A0C022B87EA6240
1998,1-6PX-2978,Long Day Care,Greenwood Child Care Centre,Blue St,NORTH SYDNEY,NSW,2060,-33.8409,151.2072,0xE6100000010C6B9A779CA2EB40C0B4C876BE9FE66240
1999,1-6PX-3146,Long Day Care,Another World 4 Kids Kindergarten/ Pre-School Service,3 Broxbourne St,WESTMEAD,NSW,2145,-33.81852,150.98891,0xE6100000010C54E3A59BC4E840C0CFF753E3A5DF6240
2000,1-MFO5X,Long Day Care,Wetherill Park Pre School,7 Longfellow St,WETHERILL PARK,NSW,2164,-33.8557,150.9151,0xE6100000010CF697DD9387ED40C0E17A14AE47DD6240
2001,1-MFRIA,Long Day Care,Blacktown Road Childrens Centre,217-221 Blacktown Road,BLACKTOWN,NSW,2148,-33.7828,150.9203,0xE6100000010C87A757CA32E440C03D0AD7A370DD6240
2002,1-MFVXH,Long Day Care,Max and Milly's Corporate Childcare,114 Walker Street,NORTH SYDNEY,NSW,2060,-33.8368,151.2093,0xE6100000010C7AA52C431CEB40C0A69BC420B0E66240
2003,1-MGQMP,Long Day Care,Little School Long Day Care Centre,34 Mainsbridge Road,LIVERPOOL,NSW,2170,-33.92416554,150.9057184,0xE6100000010C4A7B832F4CF640C0A245B6F3FDDC6240
2004,1-MH2DU,Long Day Care,Jenny's Kindergarten Padstow,100 Gibson Street,PADSTOW,NSW,2211,-33.94135063,151.0278364,0xE6100000010C2A3A92CB7FF840C037894160E5E06240
2005,1-MH2JF,Long Day Care,Kinder-Kare Early Childhood Centre,25 Fourth Avenue,MACQUARIE FIELDS,NSW,2564,-33.99401,150.89148,0xE6100000010CAC1C5A643BFF40C08D976E1283DC6240
2006,1-MMMDY7,Long Day Care,Bright Sparks Early Learning,30 Rixon Rd,APPIN,NSW,2560,-34.19362,150.78564,0xE6100000010CB84082E2C71841C0FED478E926D96240
2007,1-MNCDD,Long Day Care,Bright Futures Early Learning Centre Loftus,65 Loftus Street,LOFTUS,NSW,2232,-34.04585857,151.0449486,0xE6100000010C76711B0DE00541C03D0AD7A370E16240
2008,1-MNCH7,Long Day Care,Redman Cottage Early Care and Education,10 Redman Road,DEE WHY,NSW,2099,-33.75381,151.28291,0xE6100000010CC6DCB5847CE040C0931804560EE96240
2009,1-MNCUQ,Long Day Care,Kindyway Learning Centre Short Street,5 Short Street,WENTWORTHVILLE,NSW,2145,-33.80624,150.97392,0xE6100000010C8104C58F31E740C0BA490C022BDF6240
2010,1-MNH9F,Long Day Care,Marks Point Pre-School,2a Reid Street,MARKS POINT,NSW,2280,-33.05812,151.65152,0xE6100000010CE5F21FD26F8740C0BE9F1A2FDDF46240
2011,1-MNHC0,Long Day Care,Happy Day Pre-School Kindergarten,Cnr Kaolin Street and Cummins Street,BROKEN HILL,NSW,2880,-31.9495,141.4494,0xE6100000010C508D976E12F33FC0EE7C3F355EAE6140
2012,1-MNHF4,Long Day Care,Kids @ Play Early Learing Centre,20 Barnstaple Road,FIVE DOCK,NSW,2046,-33.86584,151.13284,0xE6100000010C3B70CE88D2EE40C0C74B378941E46240
2013,1-MNHND,Long Day Care,Holsworthy Long Day And Occasional Child Care Centre,2 Lighthorse Parade,HOLSWORTHY,NSW,2173,-34.06836778,150.9136781,0xE6100000010CF085C954C10841C06891ED7C3FDD6240
2014,1-DP5FSP,Long Day Care,Norfolk Child Care Centre,101 Norfolk Rd,NORTH EPPING,NSW,2121,-33.7605,151.08685,0xE6100000010CD34D621058E140C0105839B4C8E26240
2015,1-MNUAA,Long Day Care,Northside Early Learning Centre,1 Kerang St,SURFSIDE,NSW,2536,-35.69223,150.1918,0xE6100000010C462575029AD841C0A01A2FDD24C66240
2016,1-MNUDC,Long Day Care,Heatherbrae Early Learning Centre,6 Archibald Place,HEATHERBRAE,NSW,2324,-32.78367,151.73868,0xE6100000010C07F01648506440C0CFF753E3A5F76240
2017,1-MO2QV,Long Day Care,Little Academy,234 Homebush Rd,STRATHFIELD,NSW,2135,-33.88961,151.0842,0xE6100000010CC442AD69DEF140C0A69BC420B0E26240
2018,1-K377ZO,Long Day Care,Wandiyali Child Care Centre,1A Oakland Drive,GLENDALE,NSW,2285,-32.92772983,151.6416099,0xE6100000010CE63FA4DFBE7640C0068195438BF46240
2019,1-MRES6,Long Day Care,Jannali Kinder Care 2 - Kids Corner,38 Roberts St,JANNALI,NSW,2226,-34.018,151.0664,0xE6100000010CFCA9F1D24D0241C0273108AC1CE26240
2020,1-MRJML,Long Day Care,Golden Days Kindergarten,49 Yallambee Road,BEROWRA,NSW,2081,-33.62946,151.14134,0xE6100000010C7F6ABC7493D040C08D976E1283E46240
2021,1-SWSMCF,Long Day Care,Shiralay Long Day Care Centre,24 Watkins Crescent,CURRANS HILL,NSW,2567,-34.05146,150.76963,0xE6100000010C3BDF4F8D970641C0713D0AD7A3D86240
2022,1-MRJTG,Long Day Care,Trendy Kids Child Care,36 Waratah Rd,ENGADINE,NSW,2233,-34.06513,151.01002,0xE6100000010C1C7C6132550841C0B81E85EB51E06240
2023,1-374OZ0,Long Day Care,William Street Early Learning Centre,7 William St,BLACKTOWN,NSW,2148,-33.76229,150.89836,0xE6100000010CD3DEE00B93E140C0DBF97E6ABCDC6240
2024,1-MRNRR,Long Day Care,Honeybears Early Learning Centre,10 Lisbon St,SYLVANIA,NSW,2224,-34.01244,151.09847,0xE6100000010C363CBD52960141C04260E5D022E36240
2025,1-MRNWB,Long Day Care,Mosman Occasional Childcare Centre and Long Day Care (MOCC),Myahgah Road,MOSMAN,NSW,2088,-33.8266,151.2408,0xE6100000010CD26F5F07CEE940C0C1CAA145B6E76240
2026,1-631-3472,Long Day Care,Kemblawarra Child And Family Centre,30 Hoskins Ave,WARRAWONG,NSW,2502,-34.49057,150.8903,0xE6100000010C74B515FBCB3E41C014AE47E17ADC6240
2027,1-MS6N7,Long Day Care,Jitterbugs Pre School & Early Learning Centre - Nabiac,12 Martin Street,NABIAC,NSW,2312,-32.09758,152.39318,0xE6100000010C780B24287E0C40C07F6ABC74930C6340
2028,1-631-812,Long Day Care,Kindy College,61 Queens Rd,HURSTVILLE,NSW,2220,-33.96164,151.10624,0xE6100000010CB3EA73B515FB40C008AC1C5A64E36240
2029,1-MTN4L2,Long Day Care,Bonnet Bay Preschool,34R Tudar Rd,BONNET BAY,NSW,2226,-34.01371,151.05621,0xE6100000010C44FAEDEBC00141C06F1283C0CAE16240
2030,1-BU48VO,Long Day Care,Cherubs Child Care - Vaucluse,691 Old South Head Rd,VAUCLUSE,NSW,2030,-33.86324,151.27871,0xE6100000010C1FF46C567DEE40C0B0726891EDE86240
2031,1-MRC3M,Long Day Care,Wangee Road Childcare Centre,196 Wangee Rd,GREENACRE,NSW,2190,-33.91027,151.0656,0xE6100000010C3FC6DCB584F440C0273108AC1CE26240
2032,1-N0MMXP,Long Day Care,Community Kids Bargo Early Education Centre,70 Avon Dam Rd,BARGO,NSW,2574,-34.29973,150.58821,0xE6100000010C3C4ED1915C2641C0894160E5D0D26240
2033,1-N0PDSJ,Long Day Care,West Ryde Early Learning Centre,87-89 Parkes St,WEST RYDE,NSW,2114,-33.80709,151.09743,0xE6100000010C014D840D4FE740C0C976BE9F1AE36240
2034,1-N0ROJ7,Long Day Care,Canley Heights World of Learning,25 Avoca Rd,CANLEY HEIGHTS,NSW,2166,-33.88502,150.91515,0xE6100000010CE17A14AE47F140C0E17A14AE47DD6240
2035,1-N0Z9ZN,Long Day Care,Narellan World of Learning,2 Richardson Rd,NARELLAN,NSW,2567,-34.04233,150.7322,0xE6100000010C764F1E166A0541C08195438B6CD76240
2036,1-N0ZA3Y,Long Day Care,Headstart Early Learning Centre Five Dock,L2/49-51 Queens Rd,FIVE DOCK,NSW,2046,-33.87008,151.12258,0xE6100000010CF31FD26F5FEF40C00E2DB29DEFE36240
2037,1-N1DYBR,Long Day Care,Headstart Early Learning Centre Oatlands,92 Bettington Rd,OATLANDS,NSW,2117,-33.79472,151.02772,0xE6100000010CCB10C7BAB8E540C037894160E5E06240
2038,1-N1XX8,Long Day Care,Tuggerah Lakes Pre-School,58 Tumbi Rd,TUMBI UMBI,NSW,2261,-33.3682,151.45001,0xE6100000010C9031772D21AF40C06666666666EE6240
2039,1-N1Y5D,Long Day Care,Olitots Pre-School and Long Day Care Centre,77 Bridge Avenue,OAK FLATS,NSW,2527,-34.56212,150.8119,0xE6100000010C728A8EE4F24741C0448B6CE7FBD96240
2040,1-N1YEQ,Long Day Care,Lucas Heights Kids Cottage,137 Old Illawarra Road,LUCAS HEIGHTS,NSW,2234,-34.051,150.9749,0xE6100000010C4A0C022B870641C03333333333DF6240
2041,1-S1SHLG,Long Day Care,Marys Kindy - Haberfield,191 Ramsay Street,HABERFIELD,NSW,2045,-33.87868,151.13778,0xE6100000010C637FD93D79F040C023DBF97E6AE46240
2042,1-N82UN,Long Day Care,Tumbling Teddy's Cottage,16 Glenfarne Street,BEXLEY,NSW,2207,-33.9539,151.12021,0xE6100000010CC3D32B6519FA40C0A4703D0AD7E36240
2043,1-N831O,Long Day Care,Sunny Patch Preparation School & Long Day Care Centre,23 Warbler Streert,ERSKINE PARK,NSW,2759,-33.79618,150.80887,0xE6100000010CA089B0E1E9E540C0D9CEF753E3D96240
2044,1-N85VB,Long Day Care,Bargo Child Care Centre,127 Hawthorn Road,BARGO,NSW,2574,-34.28404841,150.5870497,0xE6100000010C3108AC1C5A2441C0105839B4C8D26240
2045,1-N9B11,Long Day Care,Oakhurst Pre School,88 Shinnick Drive,OAKHURST,NSW,2761,-33.74222,150.82842,0xE6100000010CAC8BDB6800DF40C0D122DBF97EDA6240
2046,1-N9DWL,Long Day Care,The Rainbow Family Centres For Children - Minto,16 Surrey Street,MINTO,NSW,2566,-34.02704,150.84553,0xE6100000010CFA7E6ABC740341C0508D976E12DB6240
2047,1-SS8E1,Long Day Care,Gunning Early Learning Centre,35 Biala St,GUNNING,NSW,2581,-34.78045,149.2639,0xE6100000010C96438B6CE76341C09CC420B072A86240
2048,1-N9E85,Long Day Care,Coolibah kids,Cnr Coral Ave & Pitt Street,WALGETT,NSW,2832,-30.0292,148.1186,0xE6100000010C0F0BB5A679073EC02B8716D9CE836240
2049,1-N9ILY,Long Day Care,Silverdale Child Care Centre,131 Taylors Road,SILVERDALE,NSW,2752,-33.91016,150.6191,0xE6100000010CDC68006F81F440C02B8716D9CED36240
2050,1-N9IPY,Long Day Care,Tillys Play and Development Centre - Dungog,37 Moore Street,DUNGOG,NSW,2420,-32.39947,151.74956,0xE6100000010C4260E5D0223340C00000000000F86240
2051,1-X0J7NM,Long Day Care,Kidzland Pre-school Kindergarten & Day Nursery,13 Fourth Avenue,MACQUARIE FIELDS,NSW,2564,-33.99378,150.89021,0xE6100000010CE561A1D634FF40C014AE47E17ADC6240
2052,1-NE9TYL,Long Day Care,Mayfield Early Learning Centre,55 Dora St,MAYFIELD,NSW,2304,-32.89882,151.74033,0xE6100000010C89D2DEE00B7340C048E17A14AEF76240
2053,1-Y2YJ3N,Long Day Care,Kooringal Casual Child Care Centre,565 Kooringal Road,WAGGA WAGGA,NSW,2650,-35.10817205,147.3598366,0xE6100000010CAEB6627FD98D41C0EC51B81E856B6240
2054,1-NK771J,Long Day Care,Youngies Long Day Care Centre,12 De Meyrick Avenue,CASULA,NSW,2170,-33.94334,150.90776,0xE6100000010C8D28ED0DBEF840C0931804560EDD6240
2055,1-NLJN7A,Long Day Care,ACDMA Childcare & Preschool,6-8 Phelps Street,CANLEY VALE,NSW,2166,-33.88727,150.93985,0xE6100000010CD3DEE00B93F140C0AE47E17A14DE6240
2056,2-GZ16,Long Day Care,Little Kingdom Childcare,27 Haig Avenue,GEORGES HALL,NSW,2198,-33.91392,150.97884,0xE6100000010C3EE8D9ACFAF440C017D9CEF753DF6240
2057,1-NMN3V2,Long Day Care,The Little Unicorn Early Education and Preschool Centre,78-82 Brunker Road,BROADMEADOW,NSW,2292,-32.92791,151.73237,0xE6100000010CADFA5C6DC57640C08195438B6CF76240
2058,1-631-3033,Long Day Care,Maroubra N'hood Childrens Centre,49 Bond St,MAROUBRA,NSW,2035,-33.94468,151.25994,0xE6100000010CFE43FAEDEBF840C0B81E85EB51E86240
2059,1-631-914,Long Day Care,Wallaby Cottage Child Care Centre,77 Kentwell Rd,ALLAMBIE HEIGHTS,NSW,2100,-33.77481,151.25799,0xE6100000010C6C787AA52CE340C0C74B378941E86240
2060,1-NOMKQ,Long Day Care,Whitebridge Preschool Kindergarten,8 Tumpoa Street,WHITEBRIDGE,NSW,2290,-32.97459,151.71008,0xE6100000010C3F575BB1BF7C40C01F85EB51B8F66240
2061,1-NOMXQ,Long Day Care,Shining Star Pre-School,27 Cornwall Avenue,GOROKAN,NSW,2263,-33.25255,151.50444,0xE6100000010CB81E85EB51A040C0E3A59BC420F06240
2062,1-6PX-2353,Long Day Care,Charlottes Web Child Care Centre,11 Veronica St,WARILLA,NSW,2528,-34.54831,150.86332,0xE6100000010CCA32C4B12E4641C0560E2DB29DDB6240
2063,1-NOSHI,Long Day Care,Mountain View Early Childhood Centre,132 Daintree Drive,ALBION PARK,NSW,2527,-34.59356,150.77838,0xE6100000010CEB73B515FB4B41C037894160E5D86240
2064,1-6PX-2909,Long Day Care,Jenday Kindergarten Child Care Service,23 Arthur St,PUNCHBOWL,NSW,2196,-33.92706,151.05593,0xE6100000010C910F7A36ABF640C06F1283C0CAE16240
2065,1-6PX-3407,Long Day Care,Maroubra Playtime Child Care Centre Service,270 Malabar Rd,MAROUBRA,NSW,2035,-33.93969,151.25599,0xE6100000010C8E06F01648F840C0D578E92631E86240
2066,1-NPQE1K,Long Day Care,Albion Park Early Learning Centre,1 Macleay Pl,ALBION PARK,NSW,2527,-34.58421,150.77315,0xE6100000010C5F29CB10C74A41C0DBF97E6ABCD86240
2067,1-NVYQFY,Long Day Care,Cubby House for Kids Preschool Centre,116 Jubilee Street,MACLEAN,NSW,2463,-29.46617,153.22175,0xE6100000010C2C6519E258773DC0C976BE9F1A276340
2068,1-NVYQO3,Long Day Care,Mikarie Child Care Centre,2 Mikarie Pl,KIRRAWEE,NSW,2232,-34.02304,151.08385,0xE6100000010C6DE7FBA9F10241C0A69BC420B0E26240
2069,1-NX47G8,Long Day Care,Wakefield Childrens Early Learning Centre,276-278 New Line Rd,DURAL,NSW,2158,-33.69823,151.03151,0xE6100000010C9A081B9E5ED940C01B2FDD2406E16240
2070,1-NYM55V,Long Day Care,Killara Child Care Centre,18 Fiddens Wharf Rd,KILLARA,NSW,2071,-33.77157,151.15821,0xE6100000010CFBCBEEC9C3E240C0931804560EE56240
2071,1-8KZBOA,Long Day Care,Toongabbie Preschool Kindergarten,39 Reynolds Street,TOONGABBIE,NSW,2146,-33.78583,150.9668,0xE6100000010C31992A1895E440C06DE7FBA9F1DE6240
2072,1-O2VSWL,Long Day Care,Toronto Early Learning Centre,2-4 Glenfield Road,TORONTO,NSW,2283,-33.01054,151.58183,0xE6100000010CD34D6210588140C0B4C876BE9FF26240
2073,1-9MQ2TM,Long Day Care,Alouette Childcare - Eastlakes,4 Florence Ave,EASTLAKES,NSW,2018,-33.9293,151.212,0xE6100000010C1E166A4DF3F640C0105839B4C8E66240
2074,1-O909YU,Long Day Care,Early Achievers Child Care Centre - Enmore,290 Edgeware Road,ENMORE,NSW,2042,-33.9022,151.172,0xE6100000010CC139234A7BF340C02FDD240681E56240
2075,1-DA0IIO,Long Day Care,Goodstart Early Learning Parramatta,1 Charles St,PARRAMATTA,NSW,2150,-33.81735,151.00801,0xE6100000010CAA8251499DE840C0C74B378941E06240
2076,1-DL3NMT,Long Day Care,Bass Hill Children's Centre,176 Johnston Rd,BASS HILL,NSW,2197,-33.89436,150.98218,0xE6100000010C6DC5FEB27BF240C08195438B6CDF6240
2077,1-DS949L,Long Day Care,Zig and Zag Long Day Care Centre,8 Ramsgate St,BOTANY,NSW,2019,-33.94586,151.20065,0xE6100000010CA9A44E4013F940C0DF4F8D976EE66240
2078,1-OBXAG,Long Day Care,Imaginations Early Learning Centre,13 Court Street,MUDGEE,NSW,2850,-32.59103,149.58194,0xE6100000010CCFF753E3A54B40C0B4C876BE9FB26240
2079,1-OCJ7A,Long Day Care,Hornsby Central Preschool Kindergarten,Unit 511/1c Burdett Street,HORNSBY,NSW,2077,-33.70239,151.10128,0xE6100000010CEE5A423EE8D940C0AC1C5A643BE36240
